routingAlgorithm,bufferSize,dropPolicy,forwardingStrategy,bufferSize_numeric,dropPolicy_numeric,sim_time,created,started,relayed,aborted,dropped,removed,delivered,delivery_prob,response_prob,overhead_ratio,latency_avg,latency_med,hopcount_avg,hopcount_med,buffertime_avg,buffertime_med,rtt_avg,rtt_med
ProphetMulti,110M,FIFO,GRTRSort,110,FIFO,100000.0,3356.0,102963.0,102915.0,47.0,0.0,0.0,3009.0,0.8966,0.0,33.2024,8600.5098,7873.0,2.235,2.0,,,,
ProphetMulti,110M,LEPR,GRTRSort,110,LEPR,100000.0,3356.0,102880.0,102833.0,46.0,0.0,0.0,3015.0,0.8984,0.0,33.1071,8631.7884,7891.0,2.2418,2.0,,,,
ProphetMulti,110M,MOFO,GRTRSort,110,MOFO,100000.0,3356.0,103013.0,102965.0,47.0,0.0,0.0,3008.0,0.8963,0.0,33.2304,8630.0422,7861.0,2.2374,2.0,,,,
ProphetMulti,110M,MOPR,GRTRSort,110,MOPR,100000.0,3356.0,102866.0,102819.0,46.0,0.0,0.0,3009.0,0.8966,0.0,33.1705,8603.8166,7870.0,2.2393,2.0,,,,
ProphetMulti,110M,SHLI,GRTRSort,110,SHLI,100000.0,3356.0,102998.0,102951.0,46.0,0.0,0.0,3015.0,0.8984,0.0,33.1463,8624.6259,7895.0,2.2464,2.0,,,,
ProphetMulti,120M,FIFO,GRTRSort,120,FIFO,100000.0,3356.0,102971.0,102924.0,46.0,0.0,0.0,3013.0,0.8978,0.0,33.16,8627.8955,7888.0,2.24,2.0,,,,
ProphetMulti,120M,LEPR,GRTRSort,120,LEPR,100000.0,3356.0,102897.0,102849.0,47.0,0.0,0.0,3010.0,0.8969,0.0,33.1691,8619.8997,7891.0,2.2355,2.0,,,,
ProphetMulti,120M,MOFO,GRTRSort,120,MOFO,100000.0,3356.0,103133.0,103087.0,45.0,0.0,0.0,3011.0,0.8972,0.0,33.2368,8640.822,7891.0,2.2511,2.0,,,,
ProphetMulti,120M,MOPR,GRTRSort,120,MOPR,100000.0,3356.0,102945.0,102898.0,46.0,0.0,0.0,3016.0,0.8987,0.0,33.1174,8651.6661,7905.0,2.2493,2.0,,,,
ProphetMulti,120M,SHLI,GRTRSort,120,SHLI,100000.0,3356.0,102944.0,102897.0,46.0,0.0,0.0,3012.0,0.8975,0.0,33.1624,8629.4021,7891.0,2.2444,2.0,,,,
ProphetMulti,130M,FIFO,GRTRSort,130,FIFO,100000.0,3356.0,102979.0,102933.0,45.0,0.0,0.0,3013.0,0.8978,0.0,33.163,8664.3183,7897.0,2.2406,2.0,,,,
ProphetMulti,130M,LEPR,GRTRSort,130,LEPR,100000.0,3356.0,102849.0,102801.0,47.0,0.0,0.0,3014.0,0.8981,0.0,33.1078,8642.9917,7914.0,2.2379,2.0,,,,
ProphetMulti,130M,MOFO,GRTRSort,130,MOFO,100000.0,3356.0,102962.0,102915.0,46.0,0.0,0.0,3018.0,0.8993,0.0,33.1004,8595.0335,7842.0,2.2525,2.0,,,,
ProphetMulti,130M,MOPR,GRTRSort,130,MOPR,100000.0,3356.0,103012.0,102964.0,47.0,0.0,0.0,3017.0,0.899,0.0,33.1279,8654.1949,7914.0,2.2466,2.0,,,,
ProphetMulti,130M,SHLI,GRTRSort,130,SHLI,100000.0,3356.0,103010.0,102963.0,46.0,0.0,0.0,3013.0,0.8978,0.0,33.1729,8646.8901,7879.0,2.2396,2.0,,,,
ProphetMulti,140M,FIFO,GRTRSort,140,FIFO,100000.0,3356.0,103033.0,102985.0,47.0,0.0,0.0,3016.0,0.8987,0.0,33.1462,8675.7822,7888.0,2.244,2.0,,,,
ProphetMulti,140M,LEPR,GRTRSort,140,LEPR,100000.0,3356.0,103013.0,102970.0,42.0,0.0,0.0,3020.0,0.8999,0.0,33.096,8572.4646,7852.0,2.2411,2.0,,,,
ProphetMulti,140M,MOFO,GRTRSort,140,MOFO,100000.0,3356.0,102981.0,102934.0,46.0,0.0,0.0,3016.0,0.8987,0.0,33.1293,8652.4712,7920.0,2.2536,2.0,,,,
ProphetMulti,140M,MOPR,GRTRSort,140,MOPR,100000.0,3356.0,102928.0,102882.0,45.0,0.0,0.0,3017.0,0.899,0.0,33.1008,8602.1276,7856.0,2.2449,2.0,,,,
ProphetMulti,140M,SHLI,GRTRSort,140,SHLI,100000.0,3356.0,102959.0,102913.0,45.0,0.0,0.0,3016.0,0.8987,0.0,33.1223,8622.4463,7891.0,2.2517,2.0,,,,
ProphetMulti,150M,FIFO,GRTRSort,150,FIFO,100000.0,3356.0,102892.0,102845.0,46.0,0.0,0.0,3011.0,0.8972,0.0,33.1564,8642.0365,7888.0,2.2428,2.0,,,,
ProphetMulti,150M,LEPR,GRTRSort,150,LEPR,100000.0,3356.0,103017.0,102970.0,46.0,0.0,0.0,3017.0,0.899,0.0,33.1299,8599.9314,7842.0,2.2512,2.0,,,,
ProphetMulti,150M,MOFO,GRTRSort,150,MOFO,100000.0,3356.0,102885.0,102838.0,46.0,0.0,0.0,3016.0,0.8987,0.0,33.0975,8610.5103,7861.0,2.2487,2.0,,,,
ProphetMulti,150M,MOPR,GRTRSort,150,MOPR,100000.0,3356.0,102923.0,102874.0,48.0,0.0,0.0,3014.0,0.8981,0.0,33.1321,8625.1881,7870.0,2.2369,2.0,,,,
ProphetMulti,150M,SHLI,GRTRSort,150,SHLI,100000.0,3356.0,102980.0,102934.0,45.0,0.0,0.0,3015.0,0.8984,0.0,33.1406,8617.8896,7879.0,2.2468,2.0,,,,
ProphetMulti,160M,FIFO,GRTRSort,160,FIFO,100000.0,3356.0,103036.0,102990.0,45.0,0.0,0.0,3010.0,0.8969,0.0,33.2159,8612.7,7873.0,2.2502,2.0,,,,
ProphetMulti,160M,LEPR,GRTRSort,160,LEPR,100000.0,3356.0,103011.0,102965.0,45.0,0.0,0.0,3020.0,0.8999,0.0,33.0944,8597.5599,7861.0,2.2454,2.0,,,,
ProphetMulti,160M,MOFO,GRTRSort,160,MOFO,100000.0,3356.0,102948.0,102900.0,47.0,0.0,0.0,3014.0,0.8981,0.0,33.1407,8634.7867,7868.0,2.2376,2.0,,,,
ProphetMulti,160M,MOPR,GRTRSort,160,MOPR,100000.0,3356.0,103079.0,103031.0,47.0,0.0,0.0,3015.0,0.8984,0.0,33.1728,8591.7877,7842.0,2.2468,2.0,,,,
ProphetMulti,160M,SHLI,GRTRSort,160,SHLI,100000.0,3356.0,102988.0,102940.0,47.0,0.0,0.0,3016.0,0.8987,0.0,33.1313,8617.4731,7888.0,2.2464,2.0,,,,
ProphetMulti,170M,FIFO,GRTRSort,170,FIFO,100000.0,3356.0,102784.0,102737.0,46.0,0.0,0.0,3011.0,0.8972,0.0,33.1206,8624.1249,7888.0,2.2448,2.0,,,,
ProphetMulti,170M,LEPR,GRTRSort,170,LEPR,100000.0,3356.0,102938.0,102890.0,47.0,0.0,0.0,3011.0,0.8972,0.0,33.1714,8609.9223,7879.0,2.2408,2.0,,,,
ProphetMulti,170M,MOFO,GRTRSort,170,MOFO,100000.0,3356.0,102922.0,102874.0,47.0,0.0,0.0,3012.0,0.8975,0.0,33.1547,8607.7869,7861.0,2.2404,2.0,,,,
ProphetMulti,170M,MOPR,GRTRSort,170,MOPR,100000.0,3356.0,102952.0,102905.0,46.0,0.0,0.0,3011.0,0.8972,0.0,33.1764,8616.4052,7873.0,2.2464,2.0,,,,
ProphetMulti,170M,SHLI,GRTRSort,170,SHLI,100000.0,3356.0,102898.0,102850.0,47.0,0.0,0.0,3014.0,0.8981,0.0,33.1241,8628.9794,7891.0,2.2392,2.0,,,,
ProphetMulti,180M,FIFO,GRTRSort,180,FIFO,100000.0,3356.0,102960.0,102914.0,45.0,0.0,0.0,3007.0,0.896,0.0,33.2248,8617.1759,7873.0,2.2418,2.0,,,,
ProphetMulti,180M,LEPR,GRTRSort,180,LEPR,100000.0,3356.0,102877.0,102830.0,46.0,0.0,0.0,3017.0,0.899,0.0,33.0835,8636.7441,7855.0,2.2469,2.0,,,,
ProphetMulti,180M,MOFO,GRTRSort,180,MOFO,100000.0,3356.0,103054.0,103006.0,47.0,0.0,0.0,3012.0,0.8975,0.0,33.1985,8617.1172,7895.0,2.243,2.0,,,,
ProphetMulti,180M,MOPR,GRTRSort,180,MOPR,100000.0,3356.0,102908.0,102861.0,46.0,0.0,0.0,3013.0,0.8978,0.0,33.1391,8647.4564,7888.0,2.2483,2.0,,,,
ProphetMulti,180M,SHLI,GRTRSort,180,SHLI,100000.0,3356.0,102770.0,102722.0,47.0,0.0,0.0,3013.0,0.8978,0.0,33.0929,8577.3747,7842.0,2.239,2.0,,,,
ProphetMulti,190M,FIFO,GRTRSort,190,FIFO,100000.0,3356.0,102914.0,102867.0,46.0,0.0,0.0,3009.0,0.8966,0.0,33.1864,8578.7036,7842.0,2.2409,2.0,,,,
ProphetMulti,190M,LEPR,GRTRSort,190,LEPR,100000.0,3356.0,103103.0,103057.0,45.0,0.0,0.0,3011.0,0.8972,0.0,33.2268,8599.0435,7891.0,2.2501,2.0,,,,
ProphetMulti,190M,MOFO,GRTRSort,190,MOFO,100000.0,3356.0,103103.0,103057.0,45.0,0.0,0.0,3017.0,0.899,0.0,33.1588,8598.8787,7836.0,2.241,2.0,,,,
ProphetMulti,190M,MOPR,GRTRSort,190,MOPR,100000.0,3356.0,102737.0,102689.0,47.0,0.0,0.0,3016.0,0.8987,0.0,33.0481,8642.259,7891.0,2.2464,2.0,,,,
ProphetMulti,190M,SHLI,GRTRSort,190,SHLI,100000.0,3356.0,103039.0,102994.0,44.0,0.0,0.0,3019.0,0.8996,0.0,33.1153,8621.3587,7873.0,2.2494,2.0,,,,
ProphetMulti,200M,FIFO,GRTRSort,200,FIFO,100000.0,3356.0,102951.0,102903.0,47.0,0.0,0.0,3014.0,0.8981,0.0,33.1417,8641.8822,7873.0,2.2402,2.0,,,,
ProphetMulti,200M,LEPR,GRTRSort,200,LEPR,100000.0,3356.0,102913.0,102865.0,47.0,0.0,0.0,3011.0,0.8972,0.0,33.1631,8600.0349,7855.0,2.2401,2.0,,,,
ProphetMulti,200M,MOFO,GRTRSort,200,MOFO,100000.0,3356.0,102880.0,102833.0,46.0,0.0,0.0,3016.0,0.8987,0.0,33.0958,8646.2901,7887.0,2.2387,2.0,,,,
ProphetMulti,200M,MOPR,GRTRSort,200,MOPR,100000.0,3356.0,102897.0,102849.0,47.0,0.0,0.0,3005.0,0.8954,0.0,33.226,8655.772,7895.0,2.2313,2.0,,,,
ProphetMulti,200M,SHLI,GRTRSort,200,SHLI,100000.0,3356.0,102930.0,102882.0,47.0,0.0,0.0,3014.0,0.8981,0.0,33.1347,8656.9124,7937.0,2.2402,2.0,,,,
ProphetMulti,20M,FIFO,GRTRSort,20,FIFO,100000.0,3356.0,102889.0,102841.0,47.0,0.0,0.0,3008.0,0.8963,0.0,33.1892,8604.3856,7873.0,2.2463,2.0,,,,
ProphetMulti,20M,LEPR,GRTRSort,20,LEPR,100000.0,3356.0,102982.0,102935.0,46.0,0.0,0.0,3014.0,0.8981,0.0,33.1523,8586.3125,7856.0,2.2475,2.0,,,,
ProphetMulti,20M,MOFO,GRTRSort,20,MOFO,100000.0,3356.0,102857.0,102810.0,46.0,0.0,0.0,3015.0,0.8984,0.0,33.0995,8632.5237,7887.0,2.2501,2.0,,,,
ProphetMulti,20M,MOPR,GRTRSort,20,MOPR,100000.0,3356.0,102935.0,102887.0,47.0,0.0,0.0,3005.0,0.8954,0.0,33.2386,8634.6885,7879.0,2.2453,2.0,,,,
ProphetMulti,20M,SHLI,GRTRSort,20,SHLI,100000.0,3356.0,103108.0,103061.0,46.0,0.0,0.0,3018.0,0.8993,0.0,33.1488,8640.6889,7887.0,2.2459,2.0,,,,
ProphetMulti,30M,FIFO,GRTRSort,30,FIFO,100000.0,3356.0,102938.0,102890.0,47.0,0.0,0.0,3013.0,0.8978,0.0,33.1487,8637.9907,7855.0,2.241,2.0,,,,
ProphetMulti,30M,LEPR,GRTRSort,30,LEPR,100000.0,3356.0,102839.0,102791.0,47.0,0.0,0.0,3012.0,0.8975,0.0,33.1272,8604.3214,7879.0,2.245,2.0,,,,
ProphetMulti,30M,MOFO,GRTRSort,30,MOFO,100000.0,3356.0,103018.0,102970.0,47.0,0.0,0.0,3017.0,0.899,0.0,33.1299,8566.1385,7836.0,2.2483,2.0,,,,
ProphetMulti,30M,MOPR,GRTRSort,30,MOPR,100000.0,3356.0,102946.0,102899.0,46.0,0.0,0.0,3016.0,0.8987,0.0,33.1177,8627.9317,7870.0,2.2487,2.0,,,,
ProphetMulti,30M,SHLI,GRTRSort,30,SHLI,100000.0,3356.0,102804.0,102756.0,47.0,0.0,0.0,3007.0,0.896,0.0,33.1723,8629.4337,7873.0,2.2345,2.0,,,,
ProphetMulti,40M,FIFO,GRTRSort,40,FIFO,100000.0,3356.0,102961.0,102914.0,46.0,0.0,0.0,3014.0,0.8981,0.0,33.1453,8610.1808,7870.0,2.2392,2.0,,,,
ProphetMulti,40M,LEPR,GRTRSort,40,LEPR,100000.0,3356.0,103045.0,102998.0,46.0,0.0,0.0,3015.0,0.8984,0.0,33.1619,8666.8285,7897.0,2.2415,2.0,,,,
ProphetMulti,40M,MOFO,GRTRSort,40,MOFO,100000.0,3356.0,102923.0,102874.0,48.0,0.0,0.0,3016.0,0.8987,0.0,33.1094,8632.9095,7903.0,2.248,2.0,,,,
ProphetMulti,40M,MOPR,GRTRSort,40,MOPR,100000.0,3356.0,102803.0,102755.0,47.0,0.0,0.0,3011.0,0.8972,0.0,33.1265,8625.8944,7836.0,2.2401,2.0,,,,
ProphetMulti,40M,SHLI,GRTRSort,40,SHLI,100000.0,3356.0,102904.0,102857.0,46.0,0.0,0.0,3014.0,0.8981,0.0,33.1264,8618.4681,7888.0,2.2475,2.0,,,,
ProphetMulti,50M,FIFO,GRTRSort,50,FIFO,100000.0,3356.0,102930.0,102882.0,47.0,0.0,0.0,3015.0,0.8984,0.0,33.1234,8610.6786,7851.0,2.2494,2.0,,,,
ProphetMulti,50M,LEPR,GRTRSort,50,LEPR,100000.0,3356.0,102989.0,102942.0,46.0,0.0,0.0,3017.0,0.899,0.0,33.1206,8607.9821,7825.0,2.2393,2.0,,,,
ProphetMulti,50M,MOFO,GRTRSort,50,MOFO,100000.0,3356.0,102916.0,102870.0,45.0,0.0,0.0,3013.0,0.8978,0.0,33.1421,8628.8646,7895.0,2.2376,2.0,,,,
ProphetMulti,50M,MOPR,GRTRSort,50,MOPR,100000.0,3356.0,103002.0,102955.0,46.0,0.0,0.0,3013.0,0.8978,0.0,33.1703,8656.8417,7891.0,2.2486,2.0,,,,
ProphetMulti,50M,SHLI,GRTRSort,50,SHLI,100000.0,3356.0,102841.0,102793.0,47.0,0.0,0.0,3012.0,0.8975,0.0,33.1278,8613.9947,7879.0,2.2384,2.0,,,,
ProphetMulti,60M,FIFO,GRTRSort,60,FIFO,100000.0,3356.0,102849.0,102803.0,45.0,0.0,0.0,3007.0,0.896,0.0,33.1879,8609.5996,7879.0,2.2434,2.0,,,,
ProphetMulti,60M,LEPR,GRTRSort,60,LEPR,100000.0,3356.0,103002.0,102954.0,47.0,0.0,0.0,3008.0,0.8963,0.0,33.2267,8629.01,7887.0,2.239,2.0,,,,
ProphetMulti,60M,MOFO,GRTRSort,60,MOFO,100000.0,3356.0,103066.0,103018.0,47.0,0.0,0.0,3011.0,0.8972,0.0,33.2139,8630.997,7891.0,2.2411,2.0,,,,
ProphetMulti,60M,MOPR,GRTRSort,60,MOPR,100000.0,3356.0,102975.0,102930.0,44.0,0.0,0.0,3021.0,0.9002,0.0,33.0715,8647.6392,7891.0,2.2479,2.0,,,,
ProphetMulti,60M,SHLI,GRTRSort,60,SHLI,100000.0,3356.0,102824.0,102778.0,45.0,0.0,0.0,3014.0,0.8981,0.0,33.1002,8625.4277,7913.0,2.2339,2.0,,,,
ProphetMulti,70M,FIFO,GRTRSort,70,FIFO,100000.0,3356.0,103025.0,102977.0,47.0,0.0,0.0,3012.0,0.8975,0.0,33.1889,8596.0425,7888.0,2.25,2.0,,,,
ProphetMulti,70M,LEPR,GRTRSort,70,LEPR,100000.0,3356.0,103012.0,102965.0,46.0,0.0,0.0,3003.0,0.8948,0.0,33.2874,8608.7313,7856.0,2.2414,2.0,,,,
ProphetMulti,70M,MOFO,GRTRSort,70,MOFO,100000.0,3356.0,102850.0,102801.0,48.0,0.0,0.0,3011.0,0.8972,0.0,33.1418,8612.3092,7870.0,2.2498,2.0,,,,
ProphetMulti,70M,MOPR,GRTRSort,70,MOPR,100000.0,3356.0,102905.0,102859.0,45.0,0.0,0.0,3017.0,0.899,0.0,33.0931,8663.8184,7888.0,2.244,2.0,,,,
ProphetMulti,70M,SHLI,GRTRSort,70,SHLI,100000.0,3356.0,102906.0,102858.0,47.0,0.0,0.0,3012.0,0.8975,0.0,33.1494,8607.3609,7870.0,2.2463,2.0,,,,
ProphetMulti,80M,FIFO,GRTRSort,80,FIFO,100000.0,3356.0,102983.0,102936.0,46.0,0.0,0.0,3012.0,0.8975,0.0,33.1753,8627.8579,7905.0,2.245,2.0,,,,
ProphetMulti,80M,LEPR,GRTRSort,80,LEPR,100000.0,3356.0,102929.0,102882.0,46.0,0.0,0.0,3013.0,0.8978,0.0,33.146,8657.9505,7897.0,2.2446,2.0,,,,
ProphetMulti,80M,MOFO,GRTRSort,80,MOFO,100000.0,3356.0,102931.0,102883.0,47.0,0.0,0.0,3016.0,0.8987,0.0,33.1124,8644.3813,7897.0,2.244,2.0,,,,
ProphetMulti,80M,MOPR,GRTRSort,80,MOPR,100000.0,3356.0,102819.0,102770.0,48.0,0.0,0.0,3013.0,0.8978,0.0,33.1089,8674.3565,7912.0,2.2516,2.0,,,,
ProphetMulti,80M,SHLI,GRTRSort,80,SHLI,100000.0,3356.0,102971.0,102924.0,46.0,0.0,0.0,3016.0,0.8987,0.0,33.126,8597.2175,7861.0,2.2483,2.0,,,,
ProphetMulti,90M,FIFO,GRTRSort,90,FIFO,100000.0,3356.0,102840.0,102793.0,46.0,0.0,0.0,3017.0,0.899,0.0,33.0713,8647.5025,7897.0,2.2489,2.0,,,,
ProphetMulti,90M,LEPR,GRTRSort,90,LEPR,100000.0,3356.0,102928.0,102880.0,47.0,0.0,0.0,3008.0,0.8963,0.0,33.2021,8617.9648,7856.0,2.243,2.0,,,,
ProphetMulti,90M,MOFO,GRTRSort,90,MOFO,100000.0,3356.0,102989.0,102942.0,46.0,0.0,0.0,3020.0,0.8999,0.0,33.0868,8654.5397,7903.0,2.2457,2.0,,,,
ProphetMulti,90M,MOPR,GRTRSort,90,MOPR,100000.0,3356.0,102998.0,102953.0,44.0,0.0,0.0,3014.0,0.8981,0.0,33.1583,8648.5401,7950.0,2.2362,2.0,,,,
ProphetMulti,90M,SHLI,GRTRSort,90,SHLI,100000.0,3356.0,102968.0,102921.0,46.0,0.0,0.0,3017.0,0.899,0.0,33.1137,8611.3063,7855.0,2.2483,2.0,,,,
